English,Kiswahili,Domain
Demand accountability! Ensure transparent school fund management.,"Dai uwajibikaji! Hakikisha usimamizi wa fedha za shule ni wazi. Vilabu vya demokrasia lazima vikutane kila wiki na agizo la Wizara la """""" litaanza kutumika mara moja!",Education
Market linkage and coordination. Connecting farmers with markets through digital platforms requires coordination between various stakeholders.,Uhusiano na uratibu wa soko. Kuwaunganisha wakulima na masoko kupitia mifumo ya kidijitali kunahitaji uratibu kati ya wadau mbalimbali.,Agriculture
Launch of the MaziwaPlus initiative in Nyeri County to reduce mastitis incidence and curb antibiotic overuse in dairy cattle.,Uzinduzi wa mpango wa MaziwaPlus katika Kaunti ya Nyeri ili kupunguza matukio ya ugonjwa wa mastitis na kupunguza matumizi ya dawa za kuua vijidudu kupita kiasi kwa ng'ombe wa maziwa.,Health
Criminal gangs exploit children for begging. Report such cases to the police for rescue and rehabilitation.,Magenge ya wahalifu huwanyanyasa watoto kwa kuombaomba. Ripoti kesi kama hizo kwa polisi kwa ajili ya uokoaji na ukarabati.,Security
"In this context, the Kenya Cash Consortium (KCC) plays a critical role in supporting crisis-affected communities to meet their most urgent needs, as they define and prioritise them, in a flexible, dignified manner.","Katika muktadha huu, Muungano wa Fedha wa Kenya (KCC) una jukumu muhimu katika kusaidia jamii zilizoathiriwa na mgogoro ili kukidhi mahitaji yao ya dharura, huku wakiyafafanua na kuyapa kipaumbele, kwa njia inayoweza kunyumbulika na yenye heshima.",Disaster/Health
"Kenya Price Bulletin, February 2024","Taarifa ya Bei ya Kenya, Februari 2024",Disaster/Health
Organize exchange programs 2020.,Panga programu za kubadilishana 2020.,Education
Kwale County: Drought Early Warning Bulletin for September 2022,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
Secure schools! Prepare for landslides in high-risk areas.,Shule salama! Jiandae kwa maporomoko ya ardhi katika maeneo yenye hatari kubwa.,Education
Engage in local initiatives to support global anti-corruption efforts and treaties.,Shiriki katika mipango ya ndani ili kuunga mkono juhudi na mikataba ya kimataifa ya kupambana na ufisadi.,Security
"No entry without uniform and ID from January 6, 2025.","Hakuna kiingilio bila sare na kitambulisho kuanzia Januari 6, 2025.",Education
Floods in Kenya underscore urgent need for anticipatory action in disaster situations,Mafuriko nchini Kenya yanasisitiza haja ya haraka ya hatua za kutarajia katika hali za maafa,Disaster/Health
Kwale County: Drought Early Warning Bulletin for February 2024,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,Disaster/Health
"A recent example isTurkana county, where KRCS working with the County Steering Group and supported by Danish Red Cross registered2,000 vulnerable familiesfor cash while supporting 10 schools with food; the intervention was explicitly mapped against other partners to prevent overlap and close priority gaps.","Mfano wa hivi majuzi ni kaunti ya Turkana, ambapo KRCS ikifanya kazi na Kikundi cha Uendeshaji cha Kaunti na kusaidiwa na Shirika la Msalaba Mwekundu la Denmark ilisajili familia 2,000 zilizo hatarini kwa pesa taslimu huku ikisaidia shule 10 kwa chakula; uingiliaji kati ulichorwa kwa uwazi dhidi ya washirika wengine ili kuzuia mwingiliano na kuziba mapengo ya kipaumbele.",Education
Kenya: Baringo Social Unrest - DREF Operation (MDRKE059),Kenya: Machafuko ya Kijamii ya Baringo - Operesheni ya DREF (MDRKE059),Disaster/Health
Wajir County: Drought Early Warning Bulletin for May 2023,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2023,Disaster/Health
Kitui County: Drought Early Warning Bulletin for October 2024,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health
"Official announcement of adolescent iron–folic acid supplementation program reaching over 160,000 youth.","Tangazo rasmi la mpango wa kuongeza asidi ya chuma-foliki kwa vijana linawafikia zaidi ya vijana 160,000.",Health
"Children face online risks. Parents should monitor use, apply controls, and teach safe behavior.","Watoto wanakabiliwa na hatari mtandaoni. Wazazi wanapaswa kufuatilia matumizi, kutumia vidhibiti, na kuwafundisha tabia salama.",Security
No fees for public primary ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ report any demand to 0800721490 immediately!,Hakuna ada kwa ajili ya shule za msingi za umma toa taarifa kuhusu ombi lolote kwa 0800721490 mara moja!,Education
Kenya Lamu - Population Movement: DREF Operation (MDRKE064),Kenya Lamu - Harakati za Idadi ya Watu: Operesheni ya DREF (MDRKE064),Disaster/Health
Kenya: Floods - DREF Final Report (MDRKE056),Kenya: Mafuriko - Ripoti ya Mwisho ya DREF (MDRKE056),Disaster/Health
Media also reports several displaced families and damaged infrastructures across the affected areas.,Vyombo vya habari pia vinaripoti familia kadhaa zilizohamishwa na miundombinu iliyoharibiwa katika maeneo yote yaliyoathiriwa.,Disaster/Health
"Localisation of protection programming in Garissa & Turkana, Kenya (December 2023)","Ujanibishaji wa programu za ulinzi huko Garissa & Turkana, Kenya (Desemba 2023)",Disaster/Health
Baringo County: Drought Early Warning Bulletin for September 2023,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health
Donors must urgently send funds as humanitarian situation deteriorates in Kenya,Wafadhili lazima watume fedha haraka huku hali ya kibinadamu inazidi kuzorota nchini Kenya,Disaster/Health
"Keeping newborns in skin-to-skin contact with mothers helps regulate temperature, heartbeat, and supports immune development.","Kuwaweka watoto wachanga katika mgusano wa ngozi na mama husaidia kudhibiti halijoto, mapigo ya moyo, na kusaidia ukuaji wa kinga mwilini.",Health
Samburu County: Drought Early Warning Bulletin for October 2022,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2022,Disaster/Health
Public invited to contribute to development of artificial intelligence tools for detecting self radicalization and improving prevention strategies.,Umma unaalikwa kuchangia katika uundaji wa zana za akili bandia kwa ajili ya kugundua ubinafsi na kuboresha mikakati ya kuzuia.,Security
Enforce anti-corruption in education 2023.,Timiza kupambana na rushwa katika elimu 2023.,Education
Meru (Meru-North) County: Drought Early Warning Bulletin for January 2023,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Januari 2023,Disaster/Health
"Kenya Economic Update, Aiming High: Securing Education to Sustain the Recovery (June 2022) Edition No. 25","Sasisho la Kiuchumi la Kenya, Linalolenga Juu: Kupata Elimu Ili Kudumisha Ufufuaji (Juni 2022) Toleo Na. 25",Disaster/Health
Kajiado County: Drought Early Warning Bulletin for August 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health
"Learn about extension services available in your area from KALRO. Know how to access advice, training, and support.","Jifunze kuhusu huduma za ugani zinazopatikana katika eneo lako kutoka KALRO. Jua jinsi ya kupata ushauri, mafunzo, na usaidizi.",Agriculture
Economic Inclusion of Refugees and Host Communities in Kenya: A market analysis,Ujumuisho wa Kiuchumi wa Wakimbizi na Jumuiya Wenyeji nchini Kenya: Uchanganuzi wa soko,Disaster/Health
Tana River County: Drought Early Warning Bulletin for April 2022,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2022,Disaster/Health
Research on systemic barriers towards access and usage of housing finance in Kenya,Utafiti kuhusu vikwazo vya kimfumo kuelekea upatikanaji na matumizi ya fedha za makazi nchini Kenya,Disaster/Health
Samburu County: Drought Early Warning Bulletin for April 2022,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
Civil society coalitions opened legal clinics offering free representation to families of protest casualties and detainees.,Miungano ya asasi za kiraia ilifungua kliniki za kisheria zinazotoa uwakilishi huru kwa familia za waliouawa na wafungwa wa maandamano.,Security
REPUBLIC OF KENYA THE NATIONAL TREASURY AND ECONOMIC PLANNING PRESS STATEMENT (FOR IMMEDIATE RELEASE) 3rd October 2024.,JAMHURI YA KENYA TAARIFA YA HAZINA YA KITAIFA NA MIPANGO YA UCHUMI (KWA TAARIFA YA HARAKA) tarehe 3 Oktoba 2024.,Governance
Early warning systems and dryland communities in the Horn of Africa: Kenya country report,Mifumo ya hadhari ya mapema na jumuiya za nchi kavu katika Pembe ya Afrika: Ripoti ya nchi ya Kenya,Disaster/Health
Turkana County: Drought Early Warning Bulletin for October 2024,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health
"Kenya - Severe weather and floods (media, NOAA-CPC) (ECHO Daily Flash of 2 April 2026)","Kenya - Hali ya hewa kali na mafuriko (vyombo vya habari, NOAA-CPC) (ECHO Daily Flash ya 2 Aprili 2026)",Disaster/Health
"Climate shocks, including recurring droughts and floods, are intensifying existing vulnerabilities and eroding household resilience.","Matukio ya hali ya hewa, ikiwa ni pamoja na ukame na mafuriko ya mara kwa mara, yanazidisha udhaifu uliopo na kumomonyoa ustahimilivu wa kaya.",Disaster/Health
School Health & Nutrition Facility Progress Report 2024 (August-December),Ripoti ya Maendeleo ya Kituo cha Afya na Lishe 2024 (Agosti-Desemba),Health
"Intern teachersÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ salary jumps to Ksh 50,000 from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ TSC confirms!","Mshahara wa walimu wa mafunzo ya ndani waongezeka hadi Ksh 50,000 kuanzia Januari TSC inathibitisha!",Education
Back up important data to an external drive to avoid ransomware attacks.,Hifadhi nakala rudufu ya data muhimu kwenye kiendeshi cha nje ili kuepuka mashambulizi ya ransomware.,Security
"As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse","Wakati ukame unavyozidi kushika kasi kaskazini mwa Kenya, ripoti mpya ya IPC inathibitisha kuwa mzozo unazidi kuwa mbaya zaidi.",Disaster/Health
"Africa CDC Epidemic Intelligence Weekly Report, 03 February 2025","Ripoti ya Kila Wiki ya Ujasusi wa Mlipuko wa Afrika CDC, 03 Februari 2025",Disaster/Health
Good morning. We process number plates within 7 working days. Never deal with brokers. Report cases of corruption to @EACCKenya,Habari za asubuhi. Tunashughulikia nambari za usajili ndani ya siku 7 za kazi. Kamwe usishughulikie madalali. Ripoti visa vya ufisadi kwa @EACCKenya,Governance
"This is attributed to various challenges, among them ; increase in tax incentives, low tax compliance, continued effects of COVID -19 pandemic, growth of the informal sector and increased use of technology in contemporary business models, both of which are difficult to tax.","Hii inachangiwa na changamoto mbalimbali, miongoni mwao; ongezeko la vivutio vya kodi, uzingatiaji mdogo wa kodi, kuendelea kwa athari za janga la COVID-19, ukuaji wa sekta isiyo rasmi na kuongezeka kwa matumizi ya teknolojia katika miundo ya kisasa ya biashara, ambayo ni vigumu kutozwa kodi.",Disaster/Health
Encourage vocational subjects 2025.,Himiza masomo ya ufundi stadi 2025.,Education
A Kenyan Peacebuilder Explains What’s at Stake in Her Country’s Elections,Mjenzi wa Amani wa Kenya Aeleza Kilicho Hatarini Katika Uchaguzi wa Nchi Yake,Disaster/Health
Civic education now 40% of Grade 9 score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free notes on KICD portal!,Elimu ya uraia sasa 40% ya alama ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ madokezo ya bure kwenye lango la KICD!,Education
"0ver 200,000 propagules planted along the Coastal Stretch CSs led the exercise across the coastal region Residents urged to embrace the exercise in a bid to salvage their livelihood.",Wakazi wa eneo la pwani waliomba kukumbatia zoezi hilo kwa lengo la kuokoa maisha yao.,Governance
The IEBC has issued a directive requiring parents to provide information on.,IEBC imetoa agizo linalowataka wazazi kutoa taarifa kuhusu.,Governance
"Children are bearing the brunt:complementary evidencepoints to worsening nutrition outcomes, and suggest sustained nutritional stress rather than short‑term shocks alone.","Watoto wanabeba mzigo huu:ushahidi wa nyongeza wa matokeo mabaya ya lishe, na kupendekeza dhiki endelevu ya lishe badala ya mishtuko ya muda mfupi pekee.",Health
West Pokot: Drought Early Warning Bulletin for April 2022,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
"Five day regional training focused on disengagement, de radicalization, and reintegration for security personnel across East Africa.","Mafunzo ya kikanda ya siku tano yalilenga kujitenga, kupunguza itikadi kali, na kuwaunganisha tena na jamii kwa wafanyakazi wa usalama kote Afrika Mashariki.",Security
"Kenya: Cholera Outbreak - Operational update, Appeal No. MDRKE054 (22 July 2023)","Kenya: Mlipuko wa Kipindupindu - Usasishaji wa Uendeshaji, Rufaa No. MDRKE054 (22 Julai 2023)",Disaster/Health
"Kenya: IPC Acute Food Insecurity and Acute Malnutrition Analysis (March - June 2022) Published on June 10, 2022","Kenya: IPC Ukosefu wa Chakula Mkali na Uchambuzi Mkali wa Utapiamlo (Machi - Juni 2022) Limechapishwa mnamo Juni 10, 2022",Disaster/Health
"The strategy also emphasizes commercialization of locally manufactured vaccines through Kenya Biovax, contingent on PPB achieving ML-3 status.","Mkakati huo pia unasisitiza ufanyaji biashara wa chanjo zinazotengenezwa nchini kupitia Kenya Biovax, ikitegemea PPB kupata hadhi ya ML-3.",Health
Taita Taveta County: Drought Early Warning Bulletin for February 2023,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health
Regulation 9 of the principal Regulations is amended in paragraph (b)─ (a) by deleting the word “knowledge and”. (b) by deleting subparagraph (vi) and substituting therefor the following new paragraph─ (vi) arts; 9.,"Kanuni ya 9 ya Kanuni kuu inarekebishwa katika aya (b)─ (a) kwa kufuta neno ""maarifa na"". (b) kwa kufuta ibara ndogo ya (vi) na kuweka badala yake aya mpya ifuatayo─ (vi) sanaa; 9.",Disaster/Health
"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q1 (January - March, 2024)","Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q1 (Januari - Machi, 2024)",Disaster/Health
Get involved! Join school clubs to learn about governance.,"Madawati ya kuripoti ukatili wa kijinsia yameanzishwa katika shule 1,000.",Education
Climate Information Services and Risk-Contingent Credit: Examining the CGIAR Initiative on Climate Resilience (ClimBeR) Influence and Intervention Impact,Huduma za Taarifa za Hali ya Hewa na Mikopo ya Hatari: Kuchunguza Mpango wa CGIAR juu ya Ustahimilivu wa Hali ya Hewa (ClimBeR) Ushawishi na Athari za Kuingilia,Disaster/Health
EACC forms school clubs to nurture anti-corruption values.,EACC huunda vilabu vya shule ili kukuza maadili ya kupambana na ufisadi.,Education
"If you are riding a bodaboda, make sure the driver has a helmet and a reflective jacket.","Ukiwa unaendesha bodaboda, hakikisha dereva ana kofia ya chuma na koti linaloakisi mwanga.",Security
Kenyan Elections - Another Test in the Country’s Democratic Journey,Uchaguzi wa Kenya - Mtihani Mwingine katika Safari ya Kidemokrasia ya Nchi,Governance
